Unique ID,Response Duration,Q16A. What is the most important thing you LIKE about the shown concept}?     This can include anything you would want kept for sure or aspects that might drive you to buy or try it…       Please type a detailed response in the space below,"Q16B. What is the most important thing you DISLIKE about the shown concept}?    This can include general concerns, annoyances, or any aspects of the product that need fixed for this to be more appealing to you...     Please type a detailed response in the space below.","Q18_1 What specific product that you are currently using would the shown product replace?
 Please type in ONE specific brand or product per space provided.","Q18_2 What specific product that you are currently using would the shown concept replace?
 Please type in ONE specific brand or product per space provided.","Q18_3 What specific product that you are currently using would the shown concept replace?
 Please type in ONE specific brand or product per space provided.",OE_Quality_Flag
2643,14.0,I’m not familiar with this type but I’m curious and interested in learning more about it and trying it for the first time,Nothing I’m very interested in learning more about it,Unanswered,Unanswered,Unanswered,0
2644,35.0,I like the low carbs and calories.,I don’t like the low alcohol content and the price.,Unanswered,Unanswered,Unanswered,0
2645,35.0,I like that it's made with clean natural ingredients,Nothing to dislike,Modelo,Miller,Corona,0
2646,15.0,Low calorie,Light beer taste,Unanswered,Unanswered,Unanswered,0
2647,9.0,I like the smooth taste,Nothing,Michelob,Budweiser,Natural light,0
2652,36.0,the refreshing taste,I don't dislike it,Bud,Budweiser,heineken,0
2653,17.0,colors,American,Unanswered,Unanswered,Unanswered,0
2654,11.0,The low calories and carbs.,It's hard to read.,Unanswered,Unanswered,Unanswered,0
2657,20.0,the Michelob taste,none,coors light,corona,corona light,0
2661,18.0,I don’t drink that,I like bud light,Unanswered,Unanswered,Unanswered,0
2662,22.0,It's a great extra light lager beer.,Their isn't anything that I disliked about this beer.,Coors light,Natural light,Bud light,0
2665,16.0,Packaging,Price,Budwise,N/a,N/a,1
2666,23.0,it's a light beer,nothing,miller lt,busch,m,0
2667,18.0,The label is eye catching and appealing,Just not a fan of ultra light beer,Unanswered,Unanswered,Unanswered,0
2668,9.0,it is a lighter beer,Why it is called GOLD,Unanswered,Unanswered,Unanswered,0
2669,9.0,I don't like light beer,I don't like light beer,Miller light,Bud Light,Hard Seltzer,0
2672,9.0,Never had it before,I don't drink this beer,Coors Light,Bud light,Busch,0
2674,44.0,Haven't found a mecalobe with any kind that really tastes good to me.,Just haven't found a Micheloba like include. in this one,Unanswered,Unanswered,Unanswered,0
2675,9.0,Hope it’s a great tasting beer,The design,Unanswered,Unanswered,Unanswered,0
2676,13.0,The organic light beer with only 85 calories,The price is a little high,Michelob,Michelob ultra,Heineken,0
2677,13.0,Nothing,The taste of it,Unanswered,Unanswered,Unanswered,0
2678,10.0,I like the color it's really inviting and I like all the simple information that it comes with,I don't dislike anything in particular.,budweiser,modelo,corona,0
2681,14.0,Nothing at all.,Mostly the price but also it has nearly no alcohol in it. Why would someone waste the money.,Unanswered,Unanswered,Unanswered,0
2683,10.0,Nothing,Nothing,Unanswered,Unanswered,Unanswered,0
2684,14.0,Quality,Nothing,Michelobe Ultra,CoorsLite,Miller Light,0
2685,18.0,It's very smooth and refreshing taste,Nothing that I dislike,Budweiser,Bud light,Coors light,0
2687,36.0,i like the bold flavor,i dislike lthe price a bit,Yuengling,moosehead,samuel adams,0
2688,4.0,I like the very rich taste to this beer,Nothing,Bud light,Buddy miller,miller cools,0
2690,10.0,never tried  to like,nothing to dislike  have not tired,Unanswered,Unanswered,Unanswered,1
2691,10.0,I don't like it,I don't dislike it,Unanswered,Unanswered,Unanswered,0
2692,17.0,Low calories and low carbs,Lower alcohol content.,Clubtails,Wine,Shiner Bock,0
2693,13.0,Low carb,the cost- 9.99 for a 6 pack is a lot,Unanswered,Unanswered,Unanswered,0
2694,20.0,I really like the idea of a new light beer with low calories,There’s nothing that I dislike about Michelob Ultra Pure Gold Premium Light,Budweiser,Corona,Bush,0
2695,8.0,I like the packaging and the design of the brand,I do not dislike anything about this product,Unanswered,Unanswered,Unanswered,0
2696,47.0,Nothing,Just not sure about the taste,Unanswered,Unanswered,Unanswered,0
2697,22.0,"85 calories, and it’s organic",What’s not to like,Unanswered,Unanswered,Unanswered,0
2699,13.0,50 calories and 0% ABV,85 calories,Bud light,Coors light,Miller lite,0
2701,17.0,85 calories,Price,Unanswered,Unanswered,Unanswered,0
2702,15.0,I would not drink this,Everything,Unanswered,Unanswered,Unanswered,0
2703,9.0,organic,none,Unanswered,Unanswered,Unanswered,0
2705,20.0,The most important thing is less alcohol than other light beers,There isn't anything that I don't like about it,Unanswered,Unanswered,Unanswered,0
2706,11.0,85 calories is desirable,the price,busch light,none,none,0
2707,10.0,I like that it looks like a higher quality beer.,It is princely going to be pretty pricey to purchase.,Coors Light,Busch Light,Michelob Golden Light,0
2708,11.0,Sperior,Unanswered,Yengling,Unanswered,Unanswered,0
2712,16.0,Very low calorie,The brand is not for me,Unanswered,Unanswered,Unanswered,0
2714,10.0,The calories,Just not a Michelob fan,Unanswered,Unanswered,Unanswered,0
2715,21.0,The word gold,Nothing in particular,Miller high life,Unanswered,Unanswered,0
2716,19.0,I can't wait to try it. It puts a new spin on average light beer,Nothing comes to mind. I'd have to try it first,Unanswered,Unanswered,Unanswered,0
2717,16.0,"I like the gold in the beer, I like the percentage of alcohol with in it, and from the angle I see I like the logo as well.",I have no concerns about it.,Busch,Miller,Natty,0
2721,19.0,I like that Michelob is light and refreshing,I don't know,Unanswered,Unanswered,Unanswered,0
2722,11.0,I don't like light beer,I don't like light beer,PBR,Busch,"Nothing, looks gross",1
2724,7.0,Nice and crisp,Gets flat too soon,Corona,Coors,Bud,0
2725,12.0,the color is great and is a bold drink that would taste refreshing,the product is not as creative and unique. needs more variety,bud light,corona,miller light,1
2726,13.0,Like,Like,Unanswered,Unanswered,Unanswered,0
2727,24.0,organic ingredients and low calorie,a little pricy,Natty  Ice,Milwakees Best,Natural Light,0
2730,9.0,I like that it has less alcohol and calories.,There is nothing that I dislike.,Dos Equis,Bush,Blue Moon,0
2731,11.0,"Less alcohol, low calorie",taste?,Miller Lite,Heineken,Rolling Rock,0
2734,7.0,Cool bottle,The price,Bud Ice,xxx,xxx,1
2735,12.0,It looks appealing,Nothing,Natural ice,211,Hurricane,0
2736,17.0,The calories,"Nothing, I just prefer dark beers",Unanswered,Unanswered,Unanswered,0
2737,24.0,I love the uniqueness of it,"It's looks very good, nothing to dislike actually",Unanswered,Unanswered,Unanswered,0
2741,10.0,There are no artificial flavors or colors.,Nothing,BudLight,Yuengling Lager,Corona,1
2742,11.0,its be better a lot much more great,nothing a lot,hreat,betterre,bter,0
2743,19.0,Michelob,I only drink lite beer with my sisters.,Bud lite,Michelob Ultra,Natural Lite,0
2744,19.0,no artificial colors or flavors. organic.,"refreshing taste, crisp.",Unanswered,Unanswered,Unanswered,0
2745,17.0,It contains alcohol which will get you drunk,It has a low alcohol content,Unanswered,Unanswered,Unanswered,0
2748,15.0,"Low in calories and carbs, however there are 6 packs cheaper",The price,Unanswered,Unanswered,Unanswered,0
2750,18.0,The silent one is the only one,Good morning my love you too much love and love,The silent one,Ini otw,Iya mba,0
2752,14.0,Very nice and very helpful for the first two,But I am sure that I have a great day,Good,Don't,If we,0
2754,28.0,Looks appealing,Taste,Unanswered,Unanswered,Unanswered,0
2755,8.0,Low calorie beer so you can enjoy it as a treat,"the label reminds me of PBR, not very appealing",Unanswered,Unanswered,Unanswered,0
2757,9.0,Calories,Not a huge domestic beer fan,Unanswered,Unanswered,Unanswered,0
2758,34.0,The sensation it gives when I drink it,Nothing,Power boost,Heineken,Beast,0
2759,57.0,70 calories and 2.3 carbs,I wish it was cheaper,Bud Light Orange,Millers,Bush,0
2760,11.0,only 70 calories,not sure it tastes better,Unanswered,Unanswered,Unanswered,0
2763,19.0,premium light beer,nothing,Unanswered,Unanswered,Unanswered,0
2764,10.0,"Less alcohol, low calorie, refreshing crisp taste",Expensive price,Budweiser,Coors,Miller,0
2765,9.0,The low carbs and calories.,Nothing that I can think of.,Unanswered,Unanswered,Unanswered,1
2766,9.0,Gold standard,I liked everything,Limca,Coke,Fanta,0
2767,16.0,I really like that it has only 85 calories. I also like that it is organic.,I drink Mich Golden Light now and I like everything about it. I’m certain I would like everything about this also.,Mich Golden Light,Coors Light,Miller light,0
2768,12.0,"The alcohol level isn't that high, so you can get into a slightly tipsy state",no,Budweiser beer,Yunling Beer,Times Beer,0
2770,11.0,It is low in carbs. Even lower than Ultra.,Seems one could just drink an Ultra and then half a glass of water and end up the same result.,Michelob Ultra,Bud Light,Miller lite,0
2772,6.0,Nothing,N to,Labatt,Budweiser,Corona,0
2773,15.0,Has a crisp and balanced taste,Nothing,Unanswered,Unanswered,Unanswered,0
2775,13.0,Modern product user friendly,Modern,Coors,Bud light,Heineken,0
2776,12.0,i like ultra and it is a good beer,i do not dislike,Unanswered,Unanswered,Unanswered,0
2777,10.0,price and calories,none,Bud light,heinekken,budweiser,0
2779,17.0,I like the fact that it is a lighter beer.,"I can't drink all beers, because they give me a headache and this is one of them.",Unanswered,Unanswered,Unanswered,0
2780,26.0,I like its only 70 calories,that it only has 2.8 alcohol,Milwaukie's best,Keystone light,miller high life,0
2781,24.0,"Organic, cost is appealing",Unanswered,Unanswered,Unanswered,Unanswered,0
2783,14.0,"I like that it's organic, nice design;  it has right amount of ABV; and value for the money.",nothing to dislike here,Unanswered,Unanswered,Unanswered,0
2784,14.0,Low cal light beer,$10 a six pack,Unanswered,Unanswered,Unanswered,0
2785,7.0,I like who makes it,counter productive for what I drink beer for,Unanswered,Unanswered,Unanswered,0
2786,17.0,It's made by my favorite company michelob,Nothing,Unanswered,Unanswered,Unanswered,0
2787,7.0,Nothing,This is beer/water flavored pee,Unanswered,Unanswered,Unanswered,0
2788,21.0,delivers the premium flavor or keeps the good taste of beer for only 85 calories it looks like rich beer,that ist classified as ultra that means that it is really light beer even thought they claim that it is premium beer how much is true?,coors light,miller high life,none,0
2789,22.0,the calories,I think the label is kind of bland against the color of the  beer,michelob,bud,coor,0
2790,19.0,beer high quality,just for special occasions,Modelo,Budweiser,Coors,0
2791,13.0,The taste,The price is kinda high,Unanswered,Unanswered,Unanswered,0
2792,23.0,The name itself would be the best,Less alcohol than other light beers,Unanswered,Unanswered,Unanswered,0
2794,10.0,The way it taste is really cold low-calorie good flavor,I don’t dislike anything about it,Corona,Dos Equis,Heineken,0
2795,11.0,They isn't really anything I like. I don't care much h fir beer. Drnknoncenor twice a year.,I am not a beer drinker. Prefer the taste of wine or mixed cocktail,Bud light,Unanswered,Unanswered,0
2798,7.0,Low in calories,The ptice,Bud light,Sam adams,Heineken,0
2801,6.0,The label,Nothing really,Coors light,Bud light,Miller lite,0
2802,10.0,Low calories,Not a full taste,Bud light,Killians,Busch,0
2803,39.0,Less alcohol,Nothing,Unanswered,Unanswered,Unanswered,0
2804,9.0,The name,The low ABV,Unanswered,Unanswered,Unanswered,0
2805,6.0,"IT IS SPECIAL FOR ,ME",I LIKE ALL,NONE,NONE,NONE,1
2808,4.0,Everything,Nothing,Budweiser,Carona,Bush,0
2809,17.0,"American home grown ingredients, packaging",Low alcohol content,Unanswered,Unanswered,Unanswered,0
2811,6.0,homegrown ingredients,none,Unanswered,Unanswered,Unanswered,0
2813,5.0,The quality,Nothing,Corona,Corona light,Corrs light,0
2814,9.0,It's organic and light.,Not a huge fan of michelob but I drink it.,Unanswered,Unanswered,Unanswered,0
2815,7.0,Only 70 calories a bottle,Nothing i really dislike,Unanswered,Unanswered,Unanswered,0
2816,13.0,Taste,Price,Mich ultra,Corona lit,Coors light,0
2818,11.0,I would like to try this beer,nothing,Unanswered,Unanswered,Unanswered,0
2819,13.0,I like that I can trust it because it's made by Michelob. I like the low calories and low carbs. It had attractive packaging.,It's a little bit more expensive than my usual light beer.,Unanswered,Unanswered,Unanswered,0
2821,6.0,Like that it's ultra,Nothing,Budlight,Modela,Coors,0
2822,12.0,Label,Cost more,Unanswered,Unanswered,Unanswered,1
2823,11.0,It is ok but not my favorite beer.,It is ok but not my favorite beer.,Coors Light,Busch Light,Miller Lite,0
2826,10.0,The after taste isn’tas potent as other brands of beer!!,There is nothing that I hate about this drink!,Modelo,Heineken,Bud light,0
2828,13.0,It's a light beer,It's a extra light beer,Miller,Bud,Corona,0
2831,8.0,Because it is just fine the way it is now and I love it,Nothing to dislike about it it is great,Black sails,Budwiser,Coors,0
2832,8.0,I LIKE THAT ITS LIGHTER,I WOULD JUST HAVE TO TASTE IT,Unanswered,Unanswered,Unanswered,0
2833,19.0,i can't think of anything,too weak. I'd have to drink 30 of them to get a buzz,Unanswered,Unanswered,Unanswered,0
2834,17.0,The Name,It's ultra light,Unanswered,Unanswered,Unanswered,0
2835,12.0,The amount of calories,If it tastes like Michelob that would be bad,Unanswered,Unanswered,Unanswered,0
2837,9.0,Low calories,Not a Michelle fan,Unanswered,Unanswered,Unanswered,0
2838,9.0,I like the ingredients and offers,Nothing much,Budweiser,Bud light,Corona,0
2839,11.0,I like the picture.,Nothing,Budweiser,Coors,Heineken,0
2844,11.0,The label design is unique and that it offers lower calories makes it appealing.,Nothing,Bud,Budlight,Wine,0
2845,12.0,the bottle designed never tried it before but the bottle design is pretty good,I have no complaints or dislikes,Unanswered,Unanswered,Unanswered,0
2846,7.0,i like the low calorie and flavor this new version of MU has,not sure i like the organic piece to the beer,bud light,corona,miller lite,0
2847,5.0,A smooth flavor,Too weak,Hurricane,Bush,Coors,0
2848,14.0,It's premium light beer,"Low calorie,  and light beer",Icehouse,Na,Na,0
2849,18.0,"I like that it is a low calorie, low carb beer.","I don't like that it is less alcoholic than a standard beer, which are usually about 5% ABV.",Unanswered,Unanswered,Unanswered,0
2852,27.0,I really appreciate that Michelob ULTRA Pure Gold is a premium light lager with a focus on quality ingredients. The fact that it's a lighter beer option but still has a great taste is definitely something that would drive me to buy or try it,"he taste is probably too watered down for my liking, and I prefer drinks with more flavor and body",Unanswered,Unanswered,Unanswered,0
2853,15.0,It's different than most beers on the market today,The fact that it's organic whatever that means for beer,Unanswered,Unanswered,Unanswered,0
2854,19.0,I love that this is highlighting and made with organic ingredients,I would like it to be a little lower in carbs,Miller Lite,Bud Lite,Coors Lite,0
2855,5.0,i like it,nothing,Unanswered,Unanswered,Unanswered,0
2856,23.0,I've never tried it,No idea. I've never tried it,Unanswered,Unanswered,Unanswered,0
2859,17.0,It’s a smoove taste,The price,Unanswered,Unanswered,Unanswered,1
2862,6.0,Nothing I do not like Michelob,The taste,Unanswered,Unanswered,Unanswered,0
2863,20.0,85 calories,Nothing,Unanswered,Unanswered,Unanswered,1
2865,11.0,It has less alcohol which might be nice if you don't want to get too tipsy.,I'm not really into light beers.,Unanswered,Unanswered,Unanswered,0
2866,17.0,I like that it is low calorie,I don't like that it has less alcohol,Unanswered,Unanswered,Unanswered,1
2870,9.0,It's got alcohol in it 🤣,Nothing,Unanswered,Unanswered,Unanswered,0
2871,6.0,even though it light its still premium,i dont really care for light beers,Unanswered,Unanswered,Unanswered,0
2873,7.0,I like how it feels premium,Not a huge fan of the bottle,Henneken,Coor,Seltz,0
2874,8.0,looks premium,the % is too low for me,Unanswered,Unanswered,Unanswered,1
2875,7.0,The only way I could do do that was if you,The only way I could do that was,Bud light,The,The,0
2876,12.0,the light color of the beer and the fancy labels,the brand of beer,Bud light,Keystone,Coors light,0
2878,12.0,The name,Not sure,Unanswered,Unanswered,Unanswered,1
2879,9.0,Nothing really,Nothing,Unanswered,Unanswered,Unanswered,0
2880,7.0,It's good,Nothing,Miller lite,Coors,Foster,0
2881,12.0,The artwork,Not my drink,Unanswered,Unanswered,Unanswered,1
2883,13.0,Light beer with natural ingredients,Nothing,Coors Light,Bud Light,Heineken,1
2884,6.0,That’s good very different,Nothing,Light,Good,Great,1
2885,18.0,This one very refreshment and relaxed.,the detailing should be clear.,Creative,Innovative,Stylish,0
2886,15.0,The taste,Packaging,Coors light,Bud,Miller high life,0
2887,6.0,I like the modern style,Price problem,Budweiser,Budweiser,Budweiser,0
2889,14.0,I love the taste of this beer,I didn't dislike anything about it,Busch ice,Coors light,Overdose,0
2890,26.0,It is a low calorie beer,I don't dislike it,Unanswered,Unanswered,Unanswered,0
2891,19.0,Like the idea. Sounds refreshing with only 70 calories.,I don't like the idea of such a small alcohol content.,Unanswered,Unanswered,Unanswered,0
2893,15.0,It was very testy .,nothing more people liked.,Coors Light,Milliter Lite,Corona premier,0
2894,15.0,the claim that it is only 70 calories.,I don't generally enjoy light beers.,Unanswered,Unanswered,Unanswered,0
2895,9.0,i like that its organic and has lower calories,"none, this is a better and healthier option",corona,modelo,stella arteois,0
2896,9.0,Organic and no chemicals,The calories,Bud light,Hard cider,Wine,0
2899,11.0,I like our refreshing and knew it looks the most,I don't see anything that I happened dislike so far in it,Unanswered,Unanswered,Unanswered,0
2902,14.0,The coloring,"That I'm not sure what it tastes like, I'm curious",Unanswered,Unanswered,Unanswered,0
2905,22.0,The amount of calories that's in a single serving,I didn't dislike anything about the product except the price,Unanswered,Unanswered,Unanswered,0
2906,7.0,It has a great taste,Unanswered,Unanswered,Unanswered,Unanswered,0
2907,14.0,Never had it,Never tried it,Bud light,Bluemoon,Leager,0
2908,5.0,The color brings out the brand,Nothing,Unanswered,Unanswered,Unanswered,0
2909,5.0,Certified organic,It's expensive,Michelob ultra,Miller Lite,Coors light,0
2910,8.0,This is going to sell like hotcakes add a mango twist,Has alot of other options needs to stand out,heineken,michelob,Natural light,0
2911,8.0,It looks to have a crisp taste,Nothing,Corona,Busch,Steel Reserve,1
2913,7.0,nothing,nothing,Unanswered,Unanswered,Unanswered,0
2914,7.0,I like the design and color of bottle,Nothing,Stella,Heineken,I don't know,0
2915,17.0,Low calories,Nothing I disliked,Michelob Ultra,Coors Light,Miller Light,0
2916,21.0,Absolutely nothing,It's barely bear,Unanswered,Unanswered,Unanswered,0
2917,11.0,I like how premium the beer looks.,nothing at all,corona,none,none,1
2918,6.0,The taste and the amount of alcohol it has in thei bottles,Nothing about it do I dislike about it,Love,Friend,You,0
2919,9.0,Easy to drink good taste not bitter,Cheap beer,Miller light,Budwiser,Modelo,0
2921,22.0,I like that it has less alcohol in it.,I didn't see anything that I dislike about it.,Miller,Coors,Fosters,0
2923,9.0,I like Michalobe but not sure about gold,Nothing,Unanswered,Unanswered,Unanswered,0
2925,14.0,Seems acceptable,Nothing.,Unanswered,Unanswered,Unanswered,0
2928,21.0,There was very well brand or unique design,some time disike,red bull,corona,avion,0
2929,11.0,The bottle,Nothing at all,Unanswered,Unanswered,Unanswered,0
2930,11.0,That it is certified organic.,There is nothing I don't like,Modelo,Corona,Bud light,0
2931,11.0,I would say the taste is the most important thing to highlight,Nothing,Bud Light,Coors Light,Budweiser,0
2932,14.0,I liked the price of the product and the shape of the box,Nothing,Hienken,Prime,Jack,0
2933,4.0,Nothing,Taste,Unanswered,Unanswered,Unanswered,0
2934,6.0,Low calories,The flavor,Bud light,Coors,Corona,0
2935,14.0,I really like the appearance. It stands out.,I'm not a huge fan of light beers. I dislike the fact that it is not a regular beer.,Unanswered,Unanswered,Unanswered,1
2938,7.0,Taste good and is affordable,It's kina weak honestly,Coors light,Corona,Bud light,0
2940,8.0,Only having 70 calories.,The price is too high for me.,Unanswered,Unanswered,Unanswered,0
2941,7.0,I like the color of the bottle,"Below alcohol, alcohol content",Unanswered,Unanswered,Unanswered,0
2942,9.0,Nothing,The company,Unanswered,Unanswered,Unanswered,0
2945,8.0,I like everything,Unanswered,Miller,Light lager,Michelob,0
2947,16.0,It has low carbs and calories,The price,Unanswered,Unanswered,Unanswered,0
2948,17.0,taste,Unanswered,Unanswered,Unanswered,Unanswered,0
2950,7.0,The color of the beer is nice and golden!,There is nothing to dislike.,Budlight,211 Steel Reserve,Heinekin,0
2951,17.0,I like that it is low calorie and organic.,The alcohol content level looks low at 3.8 percent.,Bud light,Miller light,Stella,1
2953,25.0,Refreshing taste,Low calories,Budlight,Budwieiser,Busch,1
2954,8.0,good way to drink,nothing,good,things,come,0
2955,9.0,that it's lager instead of just beer,light beer isn't my favorite,Unanswered,Unanswered,Unanswered,0
2956,8.0,It’s a okay beer,It’s okay,Bud light,Bud weiser,Corona,0
2957,9.0,Ots different,Ots difgerent,Coors  light,Bud,Miller,0
2958,11.0,I like the modern style,I like the modern style,Budweiser,Budweiser,Budweiser,0
2959,8.0,"Less alcohol more fun, premium!",Nothing to dislike,Michelob Ultra,Bud light,Coors light,0
2960,25.0,I like the modern style,I like the modern style,Budweiser,Budweiser,Budweiser,0
2964,26.0,I like the modern style,I like the modern style,Budweiser,Budweiser,Budweiser,0
2965,12.0,I like that this beer is organic and healthier than other beers. I like that there are no artificial ingredients,There is nothing I see that I dislike about this beer,Michelob Ultra,Miller 64,Miller Lite,0
2966,16.0,The product is homegrown and American,nothing,Henkien,Budlight,Budweiser,0
2967,7.0,The small amount of calories,There is nothing I dislike,Yuengling,Bud Light,Coors,0
2969,6.0,I don't know,Everything,Unanswered,Unanswered,Unanswered,0
2971,10.0,The price it ok I just hope it doesn't taste flat like more low calorie beer,Nothing really that I can find.,Unanswered,Unanswered,Unanswered,0
2973,9.0,The color is gorgeous and makes me want to drink it.,It could be cheaper by about a dollar and I’d be more likely to buy it.,Sierra Nevada,Unanswered,Unanswered,0
2974,20.0,Don’t drink but only when avable,Too high priced,coors,Miclob,Corona,0
2975,7.0,I actually really like the bottle and how it looks.,I don’t think there is anything I dislike about this add besides the price.,Budlight,Budweiser,Coors,0
2976,12.0,"I like the fact that it one third less alcohol,plus that it's only 70 calories.",There is nothing I dislike about it.,Unanswered,Unanswered,Unanswered,0
2977,9.0,That it only 70 calories per serving.,Nothing particularly that I dislike,Miller lite,Bud light,Corona light,0
2980,6.0,What I like about Michelob Ultra pure gold premium light,Nothing I dislike about Michelob ULTRA pure gold,Corona,Bud light,Smirnoff,0
2981,12.0,I like that it's a light lager,I don't care for the price much,Bud Light,Corona,Coors Light,0
2983,6.0,i really like how high quality this product is,there is nothing i dislike about this product,miller light,coors light,bud light,0
2984,5.0,The taste is really good and good for a weekday,It's a light beer,Unanswered,Unanswered,Unanswered,0
2985,15.0,Homegrown ingredients,What is a golden moment?,Unanswered,Unanswered,Unanswered,0
2986,7.0,I like the taste,Nothing to dislike,Unanswered,Unanswered,Unanswered,0
2987,10.0,Don’t really care for this beer,Haven’t tried it enough to know about it,Unanswered,Unanswered,Unanswered,0
2988,24.0,"I like

the low calories 
the price",there is nothing I dislke,Bud,coors,yueling,0
2990,7.0,Light lager,Nothing,Bud light,Coors,Mike,0
2991,8.0,85 calories,nothing,Unanswered,Unanswered,Unanswered,0
2992,36.0,I like the taste and the percentage of the alcohol,The expenses,Bud ice,Busch light,Busch ice,0
2994,9.0,size,nothing,blue,wine,beer,0
2995,8.0,It looks good,It's ultra,Budlight,Miller light,Budwiser,0
2996,55.0,70 calories,Doesn’t sound good to me,Unanswered,Unanswered,Unanswered,0
2998,13.0,It's very cute bottle.,The low calorie is a bust for me,Budlight,dosxx,corona lite,0
2999,29.0,No comment,Nothing at all,Pur Gold,Extra Light,Extra Light Lager,0
3000,8.0,Flavor,Nothing,Coors light,Michelob ultra,Rum,0
3001,9.0,Great taste,Nothing wrong with it,Taste,Great,Nothing,0
3002,22.0,I like it because it is light and has a very distinct taste,There is nothing to dislike the name speaks for itself,Michelob light,Michelob ultra light,Coors light,0
3003,9.0,I like how the bottle is designed and the drink looks refreshing,I really didn’t find anything that I dislike about it at the moment,Unanswered,Unanswered,Unanswered,0
3004,9.0,I like that it's low in carbs,I don't like the lager aspect,Busch light,Budweiser,Heineken,0
3005,9.0,"Low alcohol percentage, low calories and low carbs",Label and packaging is boring,Tequila,Rum,Vodka,0
3008,19.0,Details.,Not sure,Unanswered,Unanswered,Unanswered,0
3009,14.0,It appears to be a high quality beer appealing to many people,Absolutely nothing I want a 12 pack,Unanswered,Unanswered,Unanswered,0
3011,38.0,the low calories and homegrown ingredients,not sure,Unanswered,Unanswered,Unanswered,0
3012,11.0,I don’t know about this drink right here,Just don’t look right,Unanswered,Unanswered,Unanswered,0
3013,8.0,Lower abv,"Nothing, i would have to taste it",Coors lite,N A,Na,0
3014,29.0,It seems like it would be a healthy choice.,Nothing really,Unanswered,Unanswered,Unanswered,0
3015,14.0,I like the quality of the ingredients,N/a,Michoob ultra,Budwiser,Budlight,0
3016,11.0,It looks so refreshing and tasty,I don’t dislike anything about it,Coors,Unanswered,Unanswered,0
3017,28.0,Refreshing taste with low calories and organic ingredients for enjoyment.,nothing,Corona Premier,Miller Lite,Amstel Light,0
3018,12.0,I like the color of it,That it's a light lager,Unanswered,Unanswered,Unanswered,0
3020,5.0,I feel like it might be a little bit better for you as far as calorie goes but really who knows,The color of it is way too yellow which indicates to me more yeast,Michelib ultra,Bud light,Coors light,0
3022,12.0,First organic brand,Nothing I don't like,Unanswered,Unanswered,Unanswered,0
3023,5.0,It's okay it tastes fine,I like it very much,S ultra light,Kom,Jjok,0
3024,13.0,It looks refreshing and smooth,There's nothing to dislike,Bud Light,Coors Light,Wine,0
3025,17.0,Its low cal and low alcohol for chill nights.,Probably the price but its not too steep,Miller light,Bud light,Yuengling,0
3026,18.0,That it is light and refreshing,I don't dislike anything,Unanswered,Unanswered,Unanswered,0
3029,15.0,It taste good and you can't get drunk,No twist tops,Bud light,Moaco,Keystone,0
3030,5.0,this brand is relevant to me,this is very different from other brand,Corona extra,Miller life,Red Bull,0
3031,6.0,Phenomenal design,Nothin,Corona,Budweiser,Miller Lite,0
3032,5.0,Good enough,Great,Apple,Google,Amazon,0
3034,13.0,I like that it is USDA certified and organic.,I don't dislike anything about it,Bud light,Miller light,Corona,0
3037,7.0,Unanswered,Unanswered,Natural Ice,Bud Light,Budwisser,0
3039,6.0,I like the price and the flavor it offers,I dislike none about the drink,Unanswered,Unanswered,Unanswered,0
3040,9.0,I like the slim glass bottle I like the fact that it is a glass bottle because I'm a recycler and I like the light beer it doesn't make your pee dark,I dislike that it's organic what I hear organic with my beer it just makes me think disgusting,Unanswered,Unanswered,Unanswered,0
3041,7.0,It's smooth,Nothing,Corona,Heineken,Budweiser,0
3042,7.0,I like the golden color as well as the alcohol level,Unanswered,Unanswered,Unanswered,Unanswered,0
3043,18.0,it is certified organic,85 calories is too many calories to be a light lager,Unanswered,Unanswered,Unanswered,0
3044,10.0,70 calories and filling,nothing i can figure at this time,Unanswered,Unanswered,Unanswered,0
3045,9.0,Bottle looks refreshing,The low-carb taste,Unanswered,Unanswered,Unanswered,0
3047,10.0,I like the brand,I like everything,Budweiser,Corona,Reds,0
3048,9.0,it's brewed with the best ingredients,there is nothing I dislike,Unanswered,Unanswered,Unanswered,0
3051,9.0,The bottle itself,Not.too big of.a description,Busch light,Coors,Keystone,0
3053,29.0,Looks great and new and modern very up to date very customer focused and engaging.,Nothing everything was just great.,Nelw,Ultra,Modern,0
3054,16.0,I like the clear bottle.  The color of the beer is nice,Ultra implies it has been super filtered and is mostly chemicals,Unanswered,Unanswered,Unanswered,0
3056,11.0,I prefer a light beer.,Nothing,Bud light,Nothing,Nothing,0
3057,20.0,It's a light lager,Nothing I liked it,Coors,Bud light,Keystone,0
3062,14.0,Looks like it's low on calories. Might taste good?,Unanswered,Miller lite,Bud light,Hg 800,0
3063,22.0,i like the brand in general that is a reason to make me like USDA certified organic light lager,"it is not very strong drink , i would prefer stronger ones",corona extra,budweiser,miller light,0
3064,13.0,All American ingredients,Less alcohol,Labatt blue light,Bud light,Miller light,0
3066,13.0,Organic,Light beer,Icehouse,Budweiser,Natural ice,0
3067,22.0,Looks refreshing,Nothing,Pabst Blue Ribbon,Twisted tea,Coors light,0
3068,33.0,It has 2.5 grams of carbs,$9.99 for a six pack,Unanswered,Unanswered,Unanswered,1
3069,11.0,Professional service,Education Minister,Amazon,Education,Walmart,0
3070,18.0,Thank you for the opportunity to interview with you and I look forward to your interview with you,Thank you for the opportunity to interview with you and I look,Saidnsmans,Siajsnsnsns,Sksksmwmeme,0
